,7th Sep 2015,14th Sep 2015,21st Sep 2015,28th Sep 2015,Cost of Goods,Revenue,Gross Profit,Margin,Tax
,21775.510000,12246.630000,16685.150000,30206.290000,80913.580000,115254.825000,34341.245000,0.297959,0.000000

Cost of Goods,21775.510000,12246.630000,16685.150000,30206.290000
Revenue,31109.450000,17520.825000,23777.000000,42847.550000
Gross Profit,9333.940000,5274.195000,7091.850000,12641.260000
Margin,0.300036,0.301024,0.298265,0.295029
Tax,0.000000,0.000000,0.000000,0.000000
