Product,CAGR,Period,CMGR
Granola bars (dark Chocolate),,6,38.30875542684884
Granola bars (fruit mix),,5,5.154749679728043
Granola bars (plain),,1,0.0
Granola bars (trail mix),,5,14.869835499703509
Granola bars with Blueberries,,1,0.0
Granola natural,,36,1.6461427882965562
Granola with fruits and seeds ( gluten free ),,17,17.410910297035652
Grape butter (organic),,1,0.0
Grape fruit,,33,11.248768093003214
Grapefruit / 1 kg,,38,7.29075856648691
Grapes (colored),,34,7.125131303742194
Green Asparagus / 500g,,38,4.037474931290275
Green Beans / 500g,,38,2.933282505624746
Green Curly lettuce,,15,16.59144011798317
Green Curly lettuce (chemical free),,5,34.664378400618446
Green Grapes,,31,14.118530491891113
Green Onion ( chemical free ),,19,11.43867046252951
Green Pepper (chemical free),,12,10.553686429902175
Green apples ( French ) -imported,,17,21.103327311843834
Green apples (French) - imported,,5,12.64495255035043
Green asparagus,,18,4.3295394481685845
Green asparagus (chemical free),,5,0.0
Green asparagus (jumbo),,18,4.182889236277276
Green asparagus / Default,,31,5.671691351510422
Green beans,,34,11.971321377088874
Green beans ( Chemical free ),,13,1.8132811892989764
Green beans ( chemical free ),,18,11.410044033020373
Green beans (chemical free),,10,5.240977914892531
Green beans (chemical free) - french,,5,23.495282851862797
Green beans (french),,16,5.493497702672712
Green cabbage,,34,8.793311189757791
Green chili pepper,,33,9.19431810398168
Green coffee,,12,14.352983608292025
Green coffee (natural weight loss),,6,41.8862450108449
Green ice berg lettuce,,29,7.8710519896663556
Green iceberg lettuce,,19,23.67073841922982
Green iceberg lettuce (chemical free),,5,44.87249897476173
Green kale ( aquaponic ),,17,0.0
Green olives (natural),,4,31.60740129524924
Green onions ( Chemical free ),,13,11.253147609648684
Green onions (chemical free),,5,0.0
Green split peas / 793g,,30,6.154491670905116
Green tea & cucumber facial milk,,10,0.0
Green tea & lemon grass body scrub,,14,5.075663865321944
Green tea (organic),,5,17.607902252467355
Green tea / 300g,,33,8.66922894789186
Green tea blueberry juice,,19,7.569058622018243
Green tea with rose hips & petals (organic),,5,16.11871423331621
Guava,,33,10.853790094858805
Guilt free noodles with garlic & herb (gluten free),,3,139.0860300029599
Guilt free noodles with spinach (gluten free),,3,149.3315476119323
Guiltless oatmeal cookie mix,,13,12.361172195241267
Hacho miso (soybean) - organic / 345g,,32,6.269665543487313
Hair Shampoo Jojoba (organic),,2,121.92341021172149
Hair conditioner,,16,12.66932600331847
Hair conditioner (organic),,2,41.42135623730952
Hair conditioner with argan oil,,4,25.743342968293547
Hair sahmpoo,,16,2.56653964664324
Hair serum (anti-frizz),,6,20.093695517600274
Hair serum (shine and split ends),,4,0.0
Half shell mussels,,18,0.0
Hamburger (chemical free) - frozen,,16,18.01962482244688
Hamburger / 1kg,,37,6.352538471473346
Hazelnut butter (natural),,2,100.0
Hearty Wholegrain Bread Mix (Gluten Free),,5,42.85761428260288
Herbal Filter,,36,5.554060733297872
Herbal Tea Pot,,29,5.729040147559106
Herbs with apple and cinnamon,,11,1.7765681484074314
Herbs with camomile and spearmint,,10,11.343682847589932
High Grade Bee Pollen Dust / 300g,,38,2.933282505624746
Homemade Bread Mix ( Gluten Free ) 453g,,2,29.09944487358056
Homemade bread mix ( gluten free ) / 453g,,34,12.96506147010923
Honey Spoon,,37,10.734638811442343
Honey almond granola / 340g,,33,6.884920777554604
Honey biscuits ( gluten free ),,17,13.417276456469128
Honey moon mix,,21,13.537927129293493
Honey nut brown rice cakes / 269g,,33,5.579679890834166
Honey oat granola / 340g,,33,7.035439617770156
Honey soap,,4,31.60740129524924
Horny Goat Weed Powder,,4,68.1792830507429
Horny goat powder,,22,0.0
Hot Dog,,25,0.0
Hull less barley / 737g,,32,8.345462984943497
Humus (Organic) - Egyptian,,1,0.0
Hurghada delivery fee,,38,7.740809629485068
Hurom slow juicer,,10,10.011651903828
Ice berg Lettuce - Chemical free / Per piece,,36,0.0
Ice berg lettuce (chemical free),,5,0.0
Iceberg Lettuce(chemical free),,12,18.188560189562676
Inside Cairo delivery fee,,35,9.836039726011947
Instant wakame flakes (for miso soup) / 30g,,33,4.290378144639551
Italian Basil / 250g,,38,6.757773192113659
Italian basil,,34,19.17940929692028
Italian basil (chemical free),,5,33.69214292008513
Jojoba oil,,16,12.93241814724655
Kaka,,33,5.579679890834166
Kaka Fruit,,12,6.991319393366302
Kale (chemical free),,11,28.554950771916165
Kale (chemical free) / Default,,6,60.352162151254916
Kale / Default,,18,21.84907273390262
Kava kava root powder,,30,5.511306353622758
Kelp powder,,33,6.074020838233807
Kerrygold red cheddar (slices),,12,5.946309435929531
Kerrygold white cheddar ( slices),,12,9.587269113524432
Kiwi,,38,15.383204713493459
Kofta / 1kg,,38,9.457710624353544
Kukicha loose twig tea - Japanese (organic),,5,14.869835499703509
Lactose free cheese,,2,123.60679774997898
Large European Lemon / 500g,,38,0.0
Lean meat ball (Frozen),,3,100.0
Leek ( chemical free ),,19,15.711023728271979
Leeks / 500g,,38,0.0
Lemon,,31,9.470469842764029
Lemon ( chemical free ),,5,11.510150326638136
Lemon Grass (chemical free),,5,0.0
Lemon Grass(chemical free),,12,18.920711500272102
Lemon grass,,33,8.68386909955996
Lemon grass (chemical free),,5,20.479766598839678
Lemon lime,,17,9.987153209895116
Lemon pepper seasoning,,1,0.0
Lemon sky tea,,19,0.0
Lemon(chemical free),,12,17.60474285795146
Lemongrass / 500g,,38,7.191726027987477
Lentil (Organic) - Egyptian,,1,0.0
Lentils / 765g,,33,4.663274650863891
Lime,,33,14.916448222781176
Lime ( chemical free ),,18,16.712926460845658
Lime(chemical free),,5,14.300711507343578
Lingoberries ( frozen ) ( cranberry ),,19,13.42493832882148
Liquid soap with tea tree oil,,3,81.71205928321396
Liquid soap with tea tree oil / 226g,,21,7.540019763631722
Lolla Rossa Lettuce (chemical free),,5,3.718449201704277
Lolla Rossa Lettuce(chemical free),,12,12.534407684811931
Lolla bionda,,17,0.0
Lolla bionda (chemical free),,5,44.65267498881473
Lolla rossa,,19,26.818810065932254
Lolla rossa (chemical free),,6,99.06600143873166
Lolla rossa / 500g,,38,4.2143204532331335
Lolla rosso (whole sale),,6,0.0
Lollo Bionda / 500g,,38,4.326334198532411
Low - carb baking mix,,2,22.474487139158896
Low Sodium Salt,,19,14.542652202427808
Low fat rice milk / 946ml,,34,15.436001445069136
Lurpak ( unsalted),,13,13.179279115278653
Lurpak slightly salted,,12,0.0
Lurpak slightly-salted (light),,11,3.754823579391897
MU 16 tea (strength and vitality) - George Oshoa,,3,0.0
Mac & cheese (Frozen),,3,70.99759466766969
Maca root powder,,30,12.150375884693476
Malt grain Mini french,,25,0.0
Manderine,,34,7.711496341702273
Mango (Hindi senara),,37,1.1018780911828951
Mango (alphons),,2,41.42135623730952
Mango (eweiss),,2,312.31056256176606
Mango (seddik),,2,73.20508075688772
Mango (zebdeya),,5,24.57309396155174
Mango alfonse ( Chemical free ),,14,19.42200949688373
Mango aweys(chemical free),,13,0.0
Mango jam (natural),,9,12.983096390975302
Mango sedeek ( Chemical free ),,14,8.16334003527659
Mango zebdeya ( Chemical free ),,14,16.993081275868693
Manuka honey,,6,39.90832071697636
Manuka honey (large),,2,22.474487139158896
Maple sugar (organic),,1,0.0
Maple syrup (organic),,6,78.99242156289294
Marble cake ( Gluten free ),,13,15.349002742814942
Marjoram,,32,6.97501183137017
Marjoram ( chemical free ),,13,8.818224346331682
Marjoram (chemical free),,3,0.0
Marjoram / 250g,,38,4.326334198532411
Marshmallow root powder,,30,5.511306353622758
Meat Tenderiser,,17,12.979545520856872
Meat samosa (frozen),,2,0.0
Medjoul dates,,21,24.12125584754563
Melon,,34,16.15134963267073
Mesclun,,19,24.04457145153669
Mesclun (chemical free),,5,22.574247445771345
Mesculun / 100g,,38,6.1520377062270315
Mestemacher organic flax seed bread,,14,18.68209167472148
Mestemacher organic sunflower seed bread,,14,12.949171395994451
Mestemacher organic whole rye bread,,14,5.482244825681848
Mestemacher organic wholemeal rye bread,,16,9.856505999145648
Mestemacher pumpernickel,,14,8.980421130592076
Milk and honey soap,,16,4.4273782427413755
Milk chocolate ( organic ),,18,3.978186435158748
Milk thistle seed powder,,33,8.729584801816204
Millet ( organic ) / 454g,,34,11.114653930353713
Millet ( organic ) 454g,,1,0.0
Milly Gris and Ciocc,,12,11.569437882757994
Mini Cucumber with Flower,,11,0.0
Mini French Brown,,25,0.0
Mini pasta ( Gluten free ),,11,14.652348684570594
Miso - Hacho,,38,4.326334198532411
Miso - Shiro,,36,0.0
Mixed Herbs,,16,9.05077326652577
Mixed Nuts (salted),,5,3.300578114405317
Mixed Spices,,20,10.390968189212458
Mixed berries Oat Biscuits,,20,3.5264923841377582
Mixed nuts,,21,14.980775879321806
Mixed nuts (trail mix),,6,0.0
Mixed nuts with dried fruits,,5,22.0662454596974
Mixed quinoa (white and red) - Peruvian,,2,144.9489742783178
Molokheya (chemical free),,17,17.40781500350628
Molokheya (organic),,4,43.72821101241422
Molokheya / 1kg,,37,5.781041208068993
Molokhyia (chemical free),,5,0.0
Molokhyia(chemical free),,12,3.436608313191658
Moringa ( chemical free ),,18,17.737428096228914
Moringa leaves - dried ( organic ),,16,4.638592863993529
Moringa powder (organic ),,17,13.699934089190569
Moroccan mud facial scrub (for younger skin),,3,44.22495703074083
Mosquito Repelant Oil / 200ml,,36,3.098742495292073
Mouth wash with tea tree oil / 354ml,,33,4.997971594092743
Mu 16 tea (macrobaiotic) / 48g,,30,2.3373891996774976
Muesli with branberry and strawberries ( organic ),,18,37.14270082965747
"Muesli with fruits, nuts and seeds ( organic )",,17,11.310276102497575
Muesli with goji berries and cranberries ( gluten free ),,17,8.980858784737933
"Muesli with mixed berries, oat flakes, and seeds (organic)",,6,114.2668580522786
"Muesli with quinoa, amaranth, apple, seeds and nuts ( gluten free )",,17,23.351606260628287
Muesli with seeds and nuts - made from scottish oats ( gluten free ),,17,9.146377830939233
Mulberry jam (natural),,4,0.0
Multigrain bread,,2,134.5207879911715
Multigrain bunns (4 small bunns),,11,38.63885115170087
Mung beans,,5,0.0
Murcott mandarines,,17,0.0
Mushroom,,34,19.681805342807102
Mushrooms ( brown ),,13,7.836758691255419
Mushrooms / 250g,,38,6.338501949913322
Mustard leaves,,33,4.721487225586474
Mustard leaves / 250g,,38,3.7155044446191887
NGS Happy life box,,35,1.968102019584883
NGS mini happy life box,,33,6.737772394944286
Nando's garlic sauce,,18,0.0
Natural deodorant (stick),,5,8.924936491294378
Natural deodorant powder,,15,0.0
Natural hot chocolate with bannana and maca ( organic ),,17,17.058702360891797
Natural no fat granola / 340g,,33,5.773143765674349
Nectarine,,15,19.141150464140424
Nectarine jam (natural),,4,0.0
Neem Leaf Powder (organic),,3,0.0
New Cairo,,18,11.489874514714305
Norwegian Smoked Salmon 100g,,20,7.177346253629313
Norwegian Smoked Salmon 200g,,33,6.1880114630217475
Nutmeg,,18,12.995110121718433
Nutrition bar with almond butter -PROten,,4,48.01656089845705
Nutrition bar with blueberries and coconut-PROten,,4,36.5432800022016
"Nutrition bar with chlorella, quinoa, and lin seeds- PROten",,4,29.064331286766752
Nutrition bar with cocoa and coffee -PROten,,4,44.2797975971041
Nutrition bar with fig and cinnamon-PROten,,4,32.296675895653216
Nutrition bar with goji berries-PROten,,4,34.00124373903986
Nutritional Yeast (gluten free),,5,16.349494630359796
Oak leaf lettuce,,17,5.685185886174193
Oak leaf lettuce (chemical free),,1,
Oat  (classic),,18,3.9259226031843397
Oat (Apples & Cinnamon),,18,0.0
Oat (Maple &brown sugar),,18,0.0
Oat bran,,4,44.1539697455938
Oat meal soap,,5,0.0
Oat milk ( Original ),,14,23.859896844555408
Oat milk ( organic ),,17,6.789967670463981
Oat milk ( organic ) / 946ml,,33,7.065533021745285
Oats with apple and cinnamon ( organic ),,18,23.070785048286858
Oats with maca and cocoa (organic) ? super food,,5,28.703749162163493
Oats with spirulina and barley grass (organic) ? super food,,5,26.142252462876804
Occra / 500g,,37,3.8178167666788942
Oily Hair Shampoo(0%chemical),,11,3.754823579391897
Okra ( Chemical free ),,13,11.594007568709586
Old Country Style Muesli / 510g,,38,6.757773192113659
Old Fashioned Rolled Oats / 907g,,38,1.0727263318404345
Old country style muesli / 510g,,34,12.231013225597277
Olive oil (extra virgin),,9,29.15496650148839
Olive oil (thyme infused),,5,37.97296614612149
Olive oil with herbs (extra virgin),,5,24.57309396155174
Olive salad,,1,0.0
Onions (Awerma),,33,5.687991741372489
Orange Blossom Breeze(Facial Mist),,10,0.0
Orange cake (Gluten free) - traces of gluten,,2,73.20508075688772
Oranges,,34,15.895853130507431
Oregano (chemical free),,1,
Oreo - chocolate vanilla (gluten free),,6,0.0
Organic Brown Rice Pasta - Elbow,,38,4.828087970997763
Organic Brown Rice Pasta - Penne / 250g,,35,0.9659850528855207
Organic Brown Rice Pasta - Rotini / 238g,,38,1.8408093274101978
Organic Brown Rice Pasta - Spaghetti,,38,3.7155044446191887
Organic Buckwheat / 454g,,38,2.516569467181329
Organic Foul Akhdar,,19,1.6901971644401659
Organic Fresh Marjoram,,18,0.0
Organic Fresh Thyme,,19,5.952606473827515
Organic Kamut flakes,,36,2.5779201456064937
Organic Kamut flakes (toasted) / 454g,,33,4.997971594092743
Organic Kamut pasta - vegetable spirals,,36,0.0
Organic Millet,,38,6.246783089404118
Organic Potato,,19,2.3425496647592414
Organic Quinoa / 454g,,38,6.655650259837564
Organic Quinoa flour (gluten free),,6,67.13833914597906
Organic Spelt flakes,,36,0.802318328887508
Organic barley malt syrup / 566g,,31,2.9998932202420114
Organic brown rice elbow pasta / 340g,,34,12.568255012938302
Organic brown rice elbow pasta 340g,,3,76.35468283359688
Organic brown rice flakes (toasted) / 454g,,33,4.543645303669952
Organic brown rice syrup / 473g,,29,3.860989784262281
Organic brown rice vinegar / 269ml,,25,2.8113826656066543
Organic coconut oil,,10,2.15871118756521
Organic colored pepper,,18,3.9259226031843397
Organic crackers,,5,0.0
Organic fresh coriander,,18,5.600245918624047
Organic fresh dill,,19,5.952606473827515
Organic fresh spearmint,,19,12.259548185977565
Organic garlic gomasio / 100g,,30,3.7299197302950615
Organic kukicha twig tea (loose) / 49g,,30,2.3373891996774976
Organic merlot,,19,2.1569600815111167
Organic mugi miso (soybean&barley) / 345g,,29,3.860989784262281
Organic raspberry leaf powder,,24,2.9302236643492074
Organic red pepper,,19,12.259548185977565
Organic red quinoa / 454g,,33,6.50320428147213
Organic soy flour / 453g,,31,4.592748100255517
Organic soy sauce / 269ml,,33,2.6008152618569813
Organic spaghetti sauce / 700g,,33,5.579679890834166
Organic spelt flakes (toasted) / 454g,,33,3.5875532491127737
Organic turmeric powder Jar,,30,2.3373891996774976
Organic white quinoa,,10,2.3340150374206337
Original crackers,,6,21.471349415231302
Osool begawi chicken ( frozen ),,17,18.771309828622982
Ox tail (3akawy),,29,3.860989784262281
Pak choi,,17,20.509218661387774
Pak choi (chemical free),,5,13.855768564312898
Panadora Hair spray,,9,0.0
Pancake Mix ( Gluten Free ) 623g,,5,0.0
Papaya,,17,3.51803742497514
Paprika,,19,10.83868339238614
Parsely(chemical free),,12,9.587269113524432
Parsley,,31,8.441656787179653
Parsley ( Chemical free ),,13,0.5716892657780415
Parsley (chemical free),,5,10.08338385818739
Peach / 1 kg,,38,0.0
Peanut butter (home-made),,16,28.011860322863647
Peanut butter (natural),,2,59.582789381144316
Peanuts in shell (chemical free),,15,2.739965906371644
Pear,,36,6.605049898479232
Pears ( American ) - imported,,17,17.268626561526325
Pears (American) - imported,,6,64.98293297731557
Penne ( gluten free ) - Italian,,22,13.995029708774819
Penne (gluten free ) - dr schar,,21,18.04228512354551
Pepper mint / 250g,,38,4.037474931290275
Peppermint,,33,8.429394151660375
Pickled ginger Sushi,,19,0.0
Pigeon,,34,7.475033193050962
Pimento (All Spice),,13,11.253147609648684
Pineapple,,33,14.306838144256929
Pineapple powder,,27,4.152849823143501
Pink Grapefruit / 1 kg,,38,0.0
Pink grape fruit,,34,13.560640348314102
Pink grapfruit,,5,8.7892885777757
Pinkgrapfruits,,11,10.805388995048592
Pizza Crust Wholegrain Mix (Gluten Free),,5,39.325901136561
Pizza crust,,6,0.0
Plain safaga red sea salt,,15,0.0
Pollen Grains,,12,17.60474285795146
Pomegranate,,34,7.781147702836133
Pomegranate & grapefruit jam,,16,4.4273782427413755
Pomegranate Fruit,,12,12.03137017173248
Pomegranate juice,,20,9.838139175840755
Potato wedges (frozen),,1,0.0
Potatoes,,34,14.647620311231435
Potatoes ( chemical free ),,19,27.80231564939395
Potatoes (chemical free),,5,54.257718750195025
Potatoes nicola / 1 kg,,38,4.445787857832539
Potatoes( chemical free),,12,26.269942691931192
Premium Brown Rice,,37,2.720820588184658
Premium Brown Sugar,,38,4.313921517916031
Premium Flax Seeds / 250g,,38,5.338984211286446
Premium French Sea Salt / 367g,,38,4.326334198532411
Premium Green Tea / 300g,,38,3.7155044446191887
Premium Norwegian Salmon Steak,,38,5.161385159540988
Premium Norwegian Smoked Salmon,,38,6.246783089404118
Premium Portuguese Sea Salt / 453g,,38,6.246783089404118
Premium Raw Wheat Germ / 200g,,38,2.933282505624746
Premium Smoked Salmon fillet (Sushi),,35,1.611753092731627
Premium Whey Protein / 450g,,38,3.8811026436411655
Premium large leaf Hibiscus / 250g,,36,3.098742495292073
Probiotics,,30,5.511306353622758
Protein bar with chocolate,,2,100.0
Protein bar with strawberry cheese cake,,1,0.0
Prune Juice (natural laxative) 946ML,,5,36.08221078587388
Prune Juice Naturally,,11,13.431252219546263
Psyllium husk,,19,24.082843999487924
Psyllium seeds,,5,10.756634324829006
Psyllium seeds / 300g,,38,8.669242950134958
Puk choi,,33,12.453562584929623
Pumpkin,,33,6.443938192923149
Pumpkin (European),,5,34.080129120845726
Pumpkin Seeds,,5,0.0
Pumpkin Seeds / 100g,,38,16.374454217663548
Pumpkin jam (natural),,3,25.99210498948732
Pumpkin jam with caramel (natural),,5,14.869835499703509
Pumpkin seeds (hulled) - organic,,5,0.8548252303932413
Pure coconut milk,,14,19.42200949688373
Pure oats ( gluten free ),,17,15.56897485275741
Purple Asparagus,,36,2.3815210337001957
Purple broccoli,,33,3.38516372166493
Purple kale ( aquaponic ),,17,0.0
Purple superberry juice,,19,17.28053784302377
Quinoa ( white ) - organic / 454g,,34,19.271168566325937
Quinoa ( white ) - organic 454g,,5,48.0578244802031
Quinoa (Chemical free) - Egyptian,,12,21.987988240201915
Quinoa (Chemical free) - Local,,6,77.74557834433962
Quinoa (white) - organic,,16,17.309958675244342
Quinoa - red (Peru),,6,32.67688668991322
Quinoa - white (Bolivia),,5,0.0
Quinoa - white (Peru),,5,22.960076867073465
Quinoa bread (gluten free),,1,0.0
Quinoa fusilli (gluten free),,2,14.017542509913806
Quinoa pasta (penne) - gluten free,,5,25.82038635886965
Quinoa penne (gluten free),,1,0.0
Quinoa soup with lentil,,5,20.11244339814313
Quinoa soup with vegetables (glten free),,5,14.869835499703509
Quinoa spaghetti (gluten free),,2,32.287565553229534
Radicchio,,18,3.9259226031843397
Radish,,17,14.36876098934694
Raisins (chemical free),,16,17.975280448283982
Raisins jam (natural),,5,5.922384104881218
Raspberries,,23,6.856727581927302
Raspberries ( frozen ),,19,24.694210382885796
Raw Cashew nut / 250g,,38,6.246783089404118
Raw Pecan / 250g,,38,6.383286439068092
Raw Peruvian cacao ( organic ),,18,19.581317450040192
Raw Pistachio / 250g,,38,4.828087970997763
Raw Pumpkin Seeds (hulled) - organic,,1,0.0
Raw Sunflower Seed Shelled / 566g,,38,6.757773192113659
Raw Walnut - Shelled / 250g,,38,6.1520377062270315
Raw Wheat Germ (Kheir Misr) / 200g,,34,5.967926525581868
Raw almonds (shelled) 250g,,5,22.61583450102038
Raw almonds - shelled / 250g,,34,15.359721984164354
Raw almonds shelled / 250g,,38,5.693366956016677
Raw cashew 250g,,6,94.11494073605414
Raw cashew nut / 250g,,34,15.15714638943939
Raw honey,,20,15.006307454149281
Raw honey (natural),,3,161.5397290558303
Raw honey (organic),,4,79.38135073864849
Raw macadamia nuts,,2,100.0
Raw milled linseeds (flax seed meal ) - organic,,18,30.209653140244907
Raw pecan / 250g,,34,13.971920914265379
Raw pecan 250g,,5,39.74794870703848
Raw pistachio / 250g,,33,13.532675271583816
Raw pistachio 250g,,5,11.739172297280852
Raw sunflower seed ( shelled ) / 566g,,33,12.992409780629766
Raw sunflower seed ( shelled ) 566g,,6,68.81547896743439
Raw walnut (shelled) 250g,,6,75.45610231343387
Raw walnut - shelled / 250g,,34,14.186644770096857
Red Cabbage (chemical free),,5,2.1295687600135116
Red Cabbage(chemical free),,12,7.316063087694524
Red Curly Batavia / 500g,,38,6.103465429447086
Red Curly Frisee / 500g,,38,1.0727263318404345
Red Curly frisee,,28,4.194491814186385
Red Radish (chemical free),,5,0.6803348678863008
Red Radish(chemical free),,12,20.810976660154523
Red Romaine / 500g,,38,4.1370909570770165
Red Sucrine lettuce,,29,6.37285234985161
Red Superberry juice,,19,16.704708230299413
Red Swiss Chard (chemical free),,5,0.0
Red Swiss Chard(chemical free),,12,8.935402864149511
Red apples ( American ),,17,8.471415183569441
Red apples (American),,5,5.634047145907006
Red asparagus,,19,13.744907889299917
Red asparagus (chemical free),,5,52.94980759586863
Red baby carrots,,33,0.5349304127709953
Red bag clip,,33,3.206248048065996
Red cabbage,,31,9.495917161591061
Red cabbage (chemical free),,4,0.0
Red carrot jam (natural),,4,10.66819197003217
Red chili pepper,,25,5.138728795335434
Red chili pepper ( chemical free ),,18,9.353242956045982
Red chilli pepper ( chemical free ),,14,5.075663865321944
Red chilli pepper (chemical free),,2,0.0
Red curly batavia (chemical free),,1,
Red endive,,33,6.951096234554344
Red endive (chemical free),,5,7.816627521627906
Red grapes,,29,5.760959180390479
Red grapes ( chemical free ),,16,2.7999362624229196
Red grapes ( imported ),,17,14.399832987548745
Red grapes (imported),,6,51.30857494229015
Red grapes (local),,5,40.62823883876352
Red grapes - seedless(chemical free),,15,17.491177848121396
Red grapes - seedless(organic),,4,20.036256278113495
Red iceberg,,29,9.247583589342078
Red iceberg lettuce,,18,9.105522991487526
Red iceberg lettuce (chemical free),,5,0.0
Red onion,,4,49.47848903062313
Red onion ( chemical free ),,19,20.861638659271286
Red onion (Chemical free),,5,0.0
Red onions,,33,9.398517104154358
Red onions ( Chemical free ),,13,1.1928326359882835
Red pears (american) - imported,,5,0.0
Red plum ( chemical free ),,17,9.929912581037946
Red plums,,33,14.805867790718818
Red plums ( imported ),,17,13.605220075597192
Red plums (imported),,6,57.80032112476101
Red plums (local),,5,29.335831501345865
Red quinoa,,13,10.060758782824863
Red romaine,,29,9.427796594715886
Red romaine (chemical free),,5,12.474611314209483
Red watermelon (seedless),,2,59.3255013631383
Rib eye steak ( Chemical free ) - frozen,,14,21.67719199125493
Rice Bran (gluten free),,5,20.11244339814313
Rice and almond milk ( organic ),,21,0.8719776580766725
Rice chips ( Santa fe barbecue ),,12,30.99271570183999
Rice chips ( Sea salt ),,13,28.463513860601132
Rice milk (original),,10,21.48140440390669
Rice milk extra calcium ( organic ),,21,0.8719776580766725
Rice milk with cacao ( organic ),,21,4.794295130502602
Rocket ( aquaponic ),,17,0.0
Roland wild rice,,15,17.334622119340516
Rolled Oats (gluten free),,3,39.63864322564024
Romaine lettuce ( aquaponic ),,18,6.293507041105428
Romanesco broccoli,,33,0.0
Roquette,,18,30.117557306869493
Roquette (chemical free),,5,36.04101973540219
Rosamarry(chemical free),,11,3.754823579391897
Rose water,,15,4.729412282062673
Rosemary,,33,12.628546816177643
Rosemary(chemical free),,12,14.352983608292025
Rosemery (chemical free),,5,35.09600385206135
Rotini ( gluten free ) - Italian,,21,17.300038276354933
Royal Goat Milk Facial Soap,,11,6.504108943996267
Ruby chard ( colored beets ),,16,0.0
Ruby chard (chemical free) - colored beets,,2,0.0
Ruby chard (silver beet ) - ( aquaponic ),,17,0.0
Rucola,,34,11.871961265838316
Rustica garlic & parsley,,19,0.0
Rustica olives oil & salt,,19,0.0
Rustica tomato & oregano,,19,0.0
Rye bread (loaf),,10,23.863084998110363
Rye flour light,,2,47.19601443879744
Rye mix bread,,2,15.470053837925146
Safaga red sea salt with lavender,,11,0.0
Sage,,32,13.96253743790863
Sage ( aquaponic ),,17,0.0
Sage (chemical free),,5,22.214001604113843
Salad Seasoning,,16,19.433639250565538
Salad flowers,,33,10.320009091747906
Salad flowers (chemical free),,5,0.0
Salmon steak,,18,16.39874366743632
Salmon steak ( frozen ),,17,21.661540584370286
Salmon steak (frozen),,5,28.174518963618066
Salt & Vinegar,,16,16.105916360053783
Salted biscuits ( gluten free ) - dr schar,,20,10.675055439429592
Sandwich box,,13,11.253147609648684
Saris lettuce (chemical free),,11,0.0
Sausage (Sogo2) / 1kg,,36,3.9259226031843397
Scandinavian twisted baguette (tordu),,10,31.481524079203503
Sea Salt grinder,,18,14.133314825506638
Sea salt ( potugese ) - fine grind / 453g,,33,11.34438718984243
Sea salt ( potugese ) - fine grind 453g,,5,27.327252211375217
Sea salt ( potugese ) - fine grind 453g / 453g,,6,0.0
Sea salt (french - celtic) - fine grind,,2,41.42135623730952
Sea salt / 907g,,33,8.325612318854713
Seed sprouts (chemical free),,5,26.860365757837922
Seeds sprouts,,18,12.192536700081803
Selamlique Turkish coffe Mastic,,18,0.0
Selamlique Turkish coffe cardamon,,20,3.5264923841377582
Sesame Seeds (Organic) - Egyptian,,1,0.0
Shampo with tea tree oil / 473ml,,33,6.4198877841060265
Shampoo (natural),,11,0.0
Shampoo (normal hair),,5,24.57309396155174
Shampoo with tea tree oil,,2,22.474487139158896
Shamsy bread (whole grain),,16,18.337167501123886
Shea butter,,16,9.05077326652577
Shea butter balm (for hair),,4,10.66819197003217
Shea butter soap,,12,9.587269113524432
Sheep milk cheese,,14,27.191180994906382
Shine/Split end hair serum,,11,0.0
Short Grain Brown Rice,,38,5.536497373736915
Short black aubergine,,33,10.749773254492002
Short grain brown rice ( eco farmed ) - organic / 907g,,34,11.930260257610215
Short grain brown rice ( organic ) - eco farmed,,5,33.469539210670376
Short white aubergine,,31,9.597115820218406
Shoyu soy sauce (organic),,5,33.56042305195701
Silver beet,,33,5.026162396649103
Silver beet / 250g,,38,0.0
Sixth of October,,33,12.00679464975094
Sixth of October - Fifth settlement delivery fee,,37,7.6889461562747785
Sixth of October above 300 L.E,,15,29.444245710919237
Skinny oats with berries and green tea extract ( for weight loss ),,17,30.642489244385374
Smelling Fresh Deodrant,,11,28.666489800943175
Smoked Herrin,,25,0.0
Smoked Salamon,,25,0.0
Smoked salmon ( frozen ),,16,15.233776874318483
Smoked salmon (frozen),,11,27.303227366731765
Snack box ( mini ),,13,0.0
Snack tubes ( double ),,13,0.0
Sorel,,17,0.0
"Sorghum flour (white, sweet)",,4,0.0
Soy Lecithin / 453g,,35,0.0
Soy lecitihin granules,,3,44.22495703074083
Soy lecitihin granules / 453g,,32,7.665929409216821
Soy milk,,18,1.6110738047837136
Soy milk ( Banana ),,13,0.0
Soy milk ( light ),,13,6.62806844479118
Soy milk (organic) - unsweetened,,15,4.4559324910976805
Soy milk (vanilla),,14,5.075663865321944
Soy protein powder / 369g,,33,4.997971594092743
Soy sauce ( kikkoman ),,19,5.952606473827515
Soya chocolate flavour ( organic ),,17,12.3415120129573
Soya milk ( Original ),,11,0.0
Soya milk ( With banana ),,10,0.0
Soya milk ( organic ),,17,11.217250947462066
Soya milk ( special for a perfect cappuccino),,17,15.065155750825653
Soya milk with red fruits,,17,4.161601065058385
Soya milk with red fruits 250ml,,12,15.64594073755552
Soya milk with vanilla,,11,7.325964555966014
Spaghetti ( gluten free ) - Italian,,21,10.408951367381224
Spaghetti ( gluten free ) - dr schar,,21,15.4038159927679
Spanish extra virgin olive oil,,35,0.0
