Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Item Count,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Red romaine,Redromaine,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,37.5,11.5,0.234694,0
Brown rice rotini ( American ) - gluten free - organic 284g,281009,,,HV,Pasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,36,13,0.265306,0
Oranges,20017,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,49,34.3,14.7,0.3,0
Wafer with chocolate ( Gluten free ),WaferwithchocolateGlutenfree,,NGS,international company,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,48,36.86,11.14,0.232083,0
Spelt & Rye crackers (sunflower seeds),401007,,,Ovio,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,48,33.6,14.4,0.3,0
Baby sweet corn,Babysweetcorn,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47.52,47.52,0,0,0
Yellow capsicum ( chemical free ),Exportorganicyellowcapsicum,,NGS,El Hoda,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,36.75,10.25,0.218085,0
Garlic (chemical free),461009,,,Sara nour,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,47,46.39,0.61,0.012979,0
"Ravioli Fire Roasted Tomato, Mozarella and Basil",8.00601E+12,,bertagni,gourmet,Rice & Pasta,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.5,35,10.5,0.230769,0
Gooseberries,Gooseberries,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,10,45,34,11,0.244444,0
Ruby chard (silver beet ) - ( aquaponic ),Rubychardrhubarb,,Bustan,Bustan aquaponics,Aquaponic vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,36,9,0.2,0
Tulsi Green tea (organic),601002,,,Semillas,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,44,33,11,0.25,0
Selamlique Turkish coffe Mastic,SelamliqueTurkishcoffeMastic,,Selamlique,Bill for traid,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,35.2,8.8,0.2,0
Multigrain bunns (4 small bunns),Multigrainbunns4smallbunns,,,Ovio,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,44,30.8,13.2,0.3,0
Lemon Grass(chemical free),LemonGrasschemicalfree,,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,8,44,34,10,0.227273,0
Spinash,Spinash,,NGS,Offah,Fresh Produce,,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43.92,33.75,10.17,0.231557,0
Chinese Lettuce,ChineseLettuce,,NGS,Offah,Fresh Produce,,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43.92,33.78,10.14,0.230874,0
Export organic green beans slices,Exportorganicgreenbean,,NGS,El Hoda,Organic fresh fruits & vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42.75,34.2,8.55,0.2,0
Dried peach (chemical free),351023,,,Minnie's,organic dried fruits ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,42,30,12,0.285714,0
Horny goat powder,209365,,"Starwest Botanicals,Inc.",HV,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,36,6,0.142857,0
Baking soda (pure),Bakingsodapure,,,Falcon,Baking supplments,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,42,33.24,8.76,0.208571,0
Wormwood Herb Powder,202375-50,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,36,6,0.142857,0
Camel milk (frozen),90001,,,NGS,Milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,42,0,42,1,0
Dried nectarine (chemical free),351022,,,Minnie's,organic dried fruits ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,42,30,12,0.285714,0
Unsweetened coconut flakes,1130C124,,Bob's Red Mill,HV,Dried Fruits & Nuts,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.9,36,5.9,0.140811,0
Cereal Bisco,CerealBisco,,Schar,Favorito,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.85,31,10.85,0.259259,0
Bamboo sushi matt,Bamboosushimatt,,NGS,El_Ansary,Japanese cuisine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.5,33.25,8.25,0.198795,0
Apple and mango juice ( organic ),Voelkelapfelmango,,Voelkel,Egyption business systems,Juices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.25,33,8.25,0.2,0
Leek ( chemical free ),Exportorganicleeks,,NGS,Sara nour,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,28,13,0.317073,0
Pepper mint,Peppermint,,NGS,Offah,Fresh Produce,,0,0,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40.7,31.3,9.4,0.230958,0
Pink Grapefruit,PinkGrapefruit,,NGS,Offah,Fresh Produce,,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40.62,31.26,9.36,0.230428,0
Premium large leaf Hibiscus,Hibiscus,,NGS,Abu Auf,Herbal Drinks,,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40.4,32.96,7.44,0.184158,0
Orange Blossom Breeze(Facial Mist),OrangeBlossomBreezeFacialMist,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,32,8,0.2,0
Kiwi,20013,,,NGS,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,40,0,40,1,0
Raw honey (natural),681001,,,Kotoof,Honey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,20,20,0.5,0
Wild rosemary (chemical free),641002,,,Rahala,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,29.43,10.57,0.26425,0
Exotic Fig jam,ExoticFigjam,,NGS,Giovanna,Jams and Spreads,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,20,20,0.5,0
Wild thyme (chemical free),641001,,,Rahala,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,29.43,10.57,0.26425,0
Wild sage - salvia (chemical free),641004,,,Rahala,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,29.4,10.6,0.265,0
Sweet peach,20029,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,40,24.1,15.9,0.3975,0
Green olives (natural),241005,,,Green valley,pickles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,30,10,0.25,0
Green beans (chemical free),501017,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,40,17,23,0.575,0
Tamarind paste,Tamarindpaste,,Smith & Jones,Vodka,Paste,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,39.6,31.36,8.24,0.208081,0
Tea Tree Antiseptic Cream,6.37793E+11,,Tea Tree Therapy,health harvest,cosmetics,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.52,30.4,9.12,0.230769,0
Green kale ( aquaponic ),GreenKale,,Bustan,Bustan aquaponics,Aquaponic vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,30,9,0.230769,0
Marjoram ( chemical free ),Marjoram,,NGS,Sara nour,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,39,30,9,0.230769,0
Caraway ( chemical free ),Caraway,,NGS,Sara nour,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,39,30,9,0.230769,0
Brown sugar 750g 750g,291004,,,IMN,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,39,0,39,1,0
Swiss Chard(chemical free),501037,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,38.5,29.75,8.75,0.227273,0
Chilli flakes,431006,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,38,30,8,0.210526,0
Raw cashew 250g,40018,,,NGS,Nuts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38,0,38,1,0
Red chilli pepper ( chemical free ),Organicredchillipepper,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,38,12,26,0.684211,0
Dill,Dill,,NGS,Agrovate,Organic herbs ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37.5,30,7.5,0.2,0
Lemon sky tea,Lemonskytea,,Ronnefeldt,Red Sea World,Herbal Drinks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.5,40,-2.5,-0.066667,0
Coriander ( chemical free ),Coriander,,NGS,Sara nour,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,36.7,30,6.7,0.182561,0
Beef masala,431026,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,9.5,26.5,0.736111,0
Dill ( Chemical free ),DillChemicalfree,,NGS,Bio land,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,9,36,28.71,7.29,0.2025,0
Cumin,431008,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,36,25.5,10.5,0.291667,0
Granola bars,251007,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,36,11.9,24.1,0.669444,0
Chocolate biscutis (Gluten free) - traces of gluten,251004,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,36,14,22,0.611111,0
Papaya,Papaya,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,36,27,9,0.25,0
Pears (American) - imported,20019,,,NGS,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,36,0,36,1,0
Red pears (american) - imported,20024,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,36,27,9,0.25,0
Red chili pepper,Redchilipepper,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,27.93,7.07,0.202,0
Apple cider vinegar ( organic ),281052,,,NGS,Vinegar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,35,0,35,1,0
Red onions ( Chemical free ),RedonionsChemicalfree,,NGS,Bio land,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7,35,26.81,8.19,0.234,0
El Gouna delivery fee,ElGounadeliveryfee,,Freight,Freight,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,35,1,0
Marjoram,Ma,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,34.25,27,7.25,0.211679,0
Coconut oil (skin & hair),Coconutoil,,,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,29.1,4.9,0.144118,0
Biocracker sesame&rosemary,biocrackersesamerosemary,,Crich,Tiba distrubtions,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,26.5,7.5,0.220588,0
Biocracker olive salted,biocrackerolivesalted,,Crich,Tiba distrubtions,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,26.5,7.5,0.220588,0
Romanesco broccoli,Romanescobrocoli,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.52,0,33.52,1,0
Cucumber - Chemical free,Cucumberchemicalfree,,Kheir Misr,The Green Box,Chemical free produce,,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.15,25.5,7.65,0.230769,0
Rosamarry(chemical free),Rosamarry(chemicalfree),,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,6,33,25.5,7.5,0.227273,0
Green Pepper (chemical free),GreenPepperchemicalfree,,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,6,33,25.5,7.5,0.227273,0
Chestnut (abou farwa),Chestnutaboufarwa,,NGS,Offah,Fresh Produce,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32.52,25.02,7.5,0.230627,0
Zucchini ( Chemical free ),Zucchini,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,32.25,25.2,7.05,0.218605,0
Black Seeds (Egyptian),BlackSeedEgyptian,,,IMN,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,32.1,24,8.1,0.252336,0
Super Fibers Psyllium Husk,6.22109E+12,,nefertari,imtenan,food supplement,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,21.25,10.75,0.335938,0
Rose water,Rosewater,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,32,24,8,0.25,0
Cloves powder,205175-50,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,27,5,0.15625,0
"Sea salt, Portuguese",24182001990,,nefertari,health harvest,salt,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22.5,9.5,0.296875,0
Psyllium Seeds,6.22108E+12,,nefertari,imtenan,food supplement,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,21.25,10.75,0.335938,0
Salt & Vinegar,431022,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,32,24,8,0.25,0
Baby black Aubergine (chemical free) - round,341002,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,32,20,12,0.375,0
Flax milk original ( organic ),281020,,,HV,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,24,8,0.25,0
Flax Seeds ( Egyptian ) 250g,291005,,,NGS,Seeds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,31.5,0,31.5,1,0
Radicchio,Radicchio,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31.5,25,6.5,0.206349,0
Green asparagus,Greenasparagus,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.25,25,6.25,0.2,0
Fennel,Fennel,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31.25,25,6.25,0.2,0
Stem ginger Oat Biscuits,StemgingerOatBiscuits,,Nairn's,mmb,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.5,24,6.5,0.213115,0
Baby black aubergene (chemical free),341001,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,30,20,10,0.333333,0
Sixth of October - Fifth settlement,SixthofOctober-Fifthsettlement,,Freight,Freight,General,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,30,1,0
Plain safaga red sea salt,Plainsafagaredseasalt,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,22.5,7.5,0.25,0
Multigrain bunns (4 small bunns),401001,,,NGS,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,0,30,1,0
Murcott mandarines,MurcottMandarines,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,22.5,7.5,0.25,0
Scandinavian twisted baguette (tordu),Scandinaviantwistedbaguettetordu,,,Ovio,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,30,22,8,0.266667,0
Herbal Filter,HerbalFilter,,,Imtenan,Accessories,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,17.5,12.5,0.416667,0
Dried figs ( chemical free ),702015,,,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,30,24,6,0.2,0
Honey Spoon,HoneySpoon,,NGS,Imtenan,Accessories,,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,15,15,0.5,0
Pumpkin,Pumpkin,,NGS,Offah,Fresh Produce,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29.9,23,6.9,0.230769,0
Chestnuts,Chestnuts,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.52,24.6,4.92,0.166667,0
