Product,Brand,Type,Date,Revenue,Gross Profit,CMGR,Average Revenue,Average Gross Profit,%Total Revenue,% Variation from Average,%Total Gross Profit
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-03-01,47.25,9.0,12.20092836574278,27.596580275056393,7.018180397764071,0.0020988632253434495,71.21686647061725,0.001572010982681427
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-04-01,330.75,78.75,12.20092836574278,27.596580275056393,7.018180397764071,0.014692042577404146,1098.5180652943206,0.013755096098462486
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-05-01,281.0,66.14,12.20092836574278,27.596580275056393,7.018180397764071,0.01248212838775681,918.2421053596496,0.011552534043838842
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-06-01,368.0,85.31,12.20092836574278,27.596580275056393,7.018180397764071,0.01634670194553205,1233.4985579087227,0.014900917436950283
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-07-01,414.0,99.0,12.20092836574278,27.596580275056393,7.018180397764071,0.018390039688723558,1400.185877647313,0.017292120809495697
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-08-01,230.0,55.0,12.20092836574278,27.596580275056393,7.018180397764071,0.010216688715957531,733.4365986929516,0.009606733783053165
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-11-01,322.0,77.0,12.20092836574278,27.596580275056393,7.018180397764071,0.014303364202340544,1066.8112381701324,0.01344942729627443
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ) / 623G,Bob's Red Mill,Flour,2014-12-01,276.0,66.0,12.20092836574278,27.596580275056393,7.018180397764071,0.012260026459149038,900.1239184315419,0.011528080539663798
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,Baking products,2015-07-01,696.0,96.0,21.11041724024634,27.596580275056393,7.018180397764071,0.03091658846220192,2422.0516203925845,0.016768117148601887
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,Baking products,2015-08-01,1747.2,359.7,21.11041724024634,27.596580275056393,7.018180397764071,0.0776112979327,6231.219240157936,0.0628280389411677
